make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
7066,Chevrolet,Corsica,3.1 AT,V-type,6,Gasoline,9.8,11.2,8.1
7067,Chevrolet,Corsica,3.1 LTZ AT,V-type,6,Gasoline,10.7,11.8,8.7
7068,Chevrolet,Corsica,3.1 LTZ MT,V-type,6,Gasoline,10.7,12.4,8.4
7069,Chevrolet,Corsica,3.1 MT,V-type,6,Gasoline,10.7,12.4,8.4
7070,Chevrolet,Corsica,3.1 MT,V-type,6,Gasoline,10.7,12.4,8.4
7071,Chevrolet,Corvair,2.3 Synchromesh,Opposed,6,Gasoline,10.8,12.2,7.8
7072,Chevrolet,Corvair,2.3 Synchromesh,Opposed,6,Gasoline,10.8,12.2,7.9
7073,Chevrolet,Corvair,2.3 Synchromesh,Opposed,6,Gasoline,10.8,12.2,7.8
7074,Chevrolet,Corvair,2.3 Synchromesh,Opposed,6,Gasoline,10.8,12.2,7.9
7075,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11.1,12.8,7.9
7076,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11.1,12.7,8
7077,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.2,10.8,7.9
7078,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.2,10.8,7.9
7079,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.6,7.7
7080,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7081,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10,10.6,7.7
7082,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10,10.6,7.7
7083,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11.2,13.1,8
7084,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11.4,13.1,8.2
7085,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.4,11,8
7086,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.5,11,8.2
7087,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11,12.7,7.9
7088,Chevrolet,Corvair,2.4 3Synchromesh,V-type,6,Gasoline,11,12.7,7.9
7089,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,9.9,10.5,7.7
7090,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.1,10.7,7.8
7091,Chevrolet,Corvair,2.4 Turbocharged 3MT,Opposed,6,Gasoline,13.9,17.2,9.4
7092,Chevrolet,Corvair,2.4 Turbocharged 4MT,Opposed,6,Gasoline,12.6,14.2,9.3
7093,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7094,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7095,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,9.7,10.4,7.4
7096,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,9.9,10.5,7.7
7097,Chevrolet,Corvair,2.4 Turbocharged 3MT,Opposed,6,Gasoline,13.8,17.1,9.2
7098,Chevrolet,Corvair,2.4 Turbocharged 4MT,Opposed,6,Gasoline,12.5,14.1,9.1
7099,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.6,7.7
7100,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7101,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,9.7,10.4,7.4
7102,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10,10.6,7.7
7103,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.9,13.6,8.6
7104,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.8,13.4,8.6
7105,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.1,11.7,8.6
7106,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.9,11.5,8.5
7107,Chevrolet,Corvair,2.7 Turbocharged 3MT,Opposed,6,Gasoline,14.8,17.9,10.2
7108,Chevrolet,Corvair,2.7 Turbocharged 4MT,Opposed,6,Gasoline,13.6,15,10.1
7109,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.7,13.5,8.4
7110,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.8,13.7,8.4
7111,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.9,11.6,8.4
7112,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.8,11.4,8.3
7113,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7114,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7115,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,9.9,10.5,7.7
7116,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10,10.6,7.7
7117,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,12.7,13.9,9.6
7118,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,11.7,14.8,9.5
7119,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11.4,13.1,8.2
7120,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,11.3,13,8.2
7121,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.4,11,8.1
7122,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10.4,11,8.1
7123,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.9,12.6,7.7
7124,Chevrolet,Corvair,2.4 3Synchromesh,Opposed,6,Gasoline,10.8,12.5,7.7
7125,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10,10.6,7.7
7126,Chevrolet,Corvair,2.4 4Synchromesh,Opposed,6,Gasoline,10,10.6,7.7
7127,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12,13.7,8.6
7128,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12.5,14.3,9
7129,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.9,13.5,8.6
7130,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.2,11.8,8.6
7131,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.6,12.2,9
7132,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11,11.6,8.6
7133,Chevrolet,Corvair,2.7 Turbocharged 3MT,Opposed,6,Gasoline,15.9,19.4,10.8
7134,Chevrolet,Corvair,2.7 Turbocharged 4MT,Opposed,6,Gasoline,14.5,16.2,10.7
7135,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.6,13.5,8.3
7136,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12.6,14.7,8.9
7137,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.5,13.3,8.3
7138,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.8,11.5,8.3
7139,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.6,12.6,8.8
7140,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.7,11.3,8.3
7141,Chevrolet,Corvair,2.7 Turbocharged 3MT,Opposed,6,Gasoline,15.7,19.3,10.6
7142,Chevrolet,Corvair,2.7 Turbocharged 4MT,Opposed,6,Gasoline,14.3,16,10.5
7143,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.7,13.5,8.4
7144,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12.3,14.2,8.8
7145,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.5,13.3,8.3
7146,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.8,11.5,8.3
7147,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.7,11.3,8.3
7148,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.6,13.2,8.5
7149,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12.2,13.9,8.8
7150,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11,11.6,8.5
7151,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.4,12.1,8.8
7152,Chevrolet,Corvair,2.7 Turbocharged 3MT,Opposed,6,Gasoline,15.4,18.6,10.5
7153,Chevrolet,Corvair,2.7 Turbocharged 4MT,Opposed,6,Gasoline,14.2,15.9,10.4
7154,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.4,13.1,8.2
7155,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12.2,14.2,8.7
7156,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.2,12.9,8.1
7157,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.6,11.4,8.1
7158,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.4,12.4,8.6
7159,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.5,11.3,8.1
7160,Chevrolet,Corvair,2.7 Turbocharged 3MT,Opposed,6,Gasoline,15.2,18.5,10.4
7161,Chevrolet,Corvair,2.7 Turbocharged 4MT,Opposed,6,Gasoline,14,15.8,10.3
7162,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.4,13.1,8.2
7163,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,12.1,13.8,8.7
7164,Chevrolet,Corvair,2.7 3MT,Opposed,6,Gasoline,11.2,12.9,8.1
7165,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.6,11.4,8.1
7166,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,11.2,12,8.6
7167,Chevrolet,Corvair,2.7 4MT,Opposed,6,Gasoline,10.5,11.3,8.1
7168,Chevrolet,Corvette,7.0 MT,V-type,8,Gasoline,14.7,22.8,10
7169,Chevrolet,Corvette,6.2 AT,V-type,8,Gasoline,12.4,19.5,8.3
7170,Chevrolet,Cruze,1.3 AT 4WD,Inline,4,Gasoline,7.5,9.1,6.2
7171,Chevrolet,Cruze,1.3 AT FWD,Inline,4,Gasoline,7.1,8.8,6.1
7172,Chevrolet,Cruze,1.3 MT 4WD,Inline,4,Gasoline,6.8,8.6,5.8
7173,Chevrolet,Cruze,1.3 MT FWD,Inline,4,Gasoline,6.5,8.3,5.5
7174,Chevrolet,Cruze,1.5 AT 4WD,Inline,4,Gasoline,7.2,9.1,6.1
7175,Chevrolet,Cruze,1.5 AT FWD,Inline,4,Gasoline,6.7,8.7,5.5
7176,Chevrolet,Cruze,1.5 MT 4WD,Inline,4,Gasoline,7.2,9.1,6.1
7177,Chevrolet,Cruze,1.5 MT FWD,Inline,4,Gasoline,6.7,8.7,5.5
7178,Chevrolet,Cruze,1.6 AT,Inline,4,Gasoline,7.4,11.2,5.8
7179,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,7.3,8.9,5.2
7180,Chevrolet,Cruze,1.8 AT,Inline,4,Gasoline,7.4,10.7,5.5
7181,Chevrolet,Cruze,1.8 MT,Inline,4,Gasoline,6.6,8.9,5.2
7182,Chevrolet,Cruze,2.0 TD AT,Inline,4,Diesel,6.3,8.7,5
7183,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,5.6,7.7,4.4
7184,Chevrolet,Cruze,1.6 AT,Inline,4,Gasoline,7,11,5
7185,Chevrolet,Cruze,1.6 AT,Inline,4,Gasoline,6.8,9,5.5
7186,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,7.3,9,5.5
7187,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,7.3,9,5.5
7188,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,6.5,8.8,5.1
7189,Chevrolet,Cruze,1.8 AT,Inline,4,Gasoline,7.8,11.3,5.8
7190,Chevrolet,Cruze,1.8 MT,Inline,4,Gasoline,6.8,9.3,5.3
7191,Chevrolet,Cruze,2.0 TD AT,Inline,4,Diesel,5.6,7.6,4.4
7192,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,5.5,7,4.6
7193,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,5.6,7.3,4.8
7194,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,5.6,7.6,4.4
7195,Chevrolet,Cruze,1.4 Turbo AT,Inline,4,Gasoline,6.4,8.6,5.1
7196,Chevrolet,Cruze,1.4 Turbo MT,Inline,4,Gasoline,5.7,7.5,4.7
7197,Chevrolet,Cruze,1.6 AT,Inline,4,Gasoline,8.3,10.3,5.6
7198,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,7.3,8.6,5.1
7199,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,6.4,8.7,5.2
7200,Chevrolet,Cruze,1.7 TD MT,Inline,4,Diesel,3.9,4.7,3.5
7201,Chevrolet,Cruze,1.7 TD MT,Inline,4,Diesel,4.5,5.5,3.9
7202,Chevrolet,Cruze,1.8 AT,Inline,4,Gasoline,7.1,10.1,5.4
7203,Chevrolet,Cruze,1.8 MT,Inline,4,Gasoline,6.4,8.7,5.1
7204,Chevrolet,Cruze,2.0 TD AT,Inline,4,Diesel,5.9,7.7,4.4
7205,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,4.8,6,4.2
7206,Chevrolet,Cruze,1.4 Turbo AT,Inline,4,Gasoline,5.7,7.5,4.7
7207,Chevrolet,Cruze,1.4 Turbo MT,Inline,4,Gasoline,5.7,7.5,4.7
7208,Chevrolet,Cruze,1.6 AT,Inline,4,Gasoline,8.3,10.3,5.6
7209,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,7.3,8.6,5.1
7210,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,6.4,8.7,5.2
7211,Chevrolet,Cruze,1.7 TD MT,Inline,4,Diesel,4.5,5.5,3.9
7212,Chevrolet,Cruze,1.8 AT,Inline,4,Gasoline,7.8,10.1,5.4
7213,Chevrolet,Cruze,1.8 MT,Inline,4,Gasoline,6.8,8.7,5.1
7214,Chevrolet,Cruze,2.0 TD AT,Inline,4,Diesel,5.8,7.7,4.6
7215,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,4.8,6,4.2
7216,Chevrolet,Cruze,1.4 MT,Inline,4,Gasoline,5.7,7.1,4.9
7217,Chevrolet,Cruze,1.4 Turbo AT,Inline,4,Gasoline,6.4,8.6,5.1
7218,Chevrolet,Cruze,1.4 Turbo MT,Inline,4,Gasoline,5.8,7.5,4.8
7219,Chevrolet,Cruze,1.6 MT,Inline,4,Gasoline,6.4,8.7,5.2
7220,Chevrolet,Cruze,1.7 TD MT,Inline,4,Diesel,3.9,4.8,3.4
7221,Chevrolet,Cruze,1.7 TD MT,Inline,4,Diesel,4.5,5.4,4
7222,Chevrolet,Cruze,1.8 AT,Inline,4,Gasoline,7.2,10.4,5.6
7223,Chevrolet,Cruze,1.8 MT,Inline,4,Gasoline,6.7,9.2,5.3
7224,Chevrolet,Cruze,2.0 TD AT,Inline,4,Diesel,5.8,7.8,4.7
7225,Chevrolet,Cruze,2.0 TD MT,Inline,4,Diesel,4.8,6.2,4.1
7226,Chevrolet,Epica,2.0 AT,Inline,6,Gasoline,8.9,12.4,6.8
7227,Chevrolet,Epica,2.0 MT,Inline,6,Gasoline,8.2,11.4,6.3
7228,Chevrolet,Epica,2.5 AT,Inline,6,Gasoline,9.3,13.8,6.6
7229,Chevrolet,Equinox,3.4 5AT,V-type,6,Gasoline,10.7,12.4,9
7230,Chevrolet,Equinox,3.4 5AT AWD,V-type,6,Gasoline,11.2,13,9.4
7231,Chevrolet,Equinox,3.6 6AT AWD Sport,V-type,6,Gasoline,12.4,14.7,9.8
7232,Chevrolet,Equinox,3.6 6AT Sport,V-type,6,Gasoline,12.4,13.8,9.8
7233,Chevrolet,Equinox,2.4 Ecotec AT,Inline,4,Gasoline,9,10.7,7.3
7234,Chevrolet,Equinox,2.4 Ecotec AT 4WD,Inline,4,Gasoline,10.2,11.8,8.1
7235,Chevrolet,Equinox,3.0 AT,V-type,6,Gasoline,11.8,13.8,9.4
7236,Chevrolet,Equinox,3.0 AT 4WD,V-type,6,Gasoline,11.8,13.8,9.8
7237,Chevrolet,Equinox,3.6 AT,V-type,6,Gasoline,11.8,13.8,9.8
7238,Chevrolet,Equinox,3.6 AT 4WD,V-type,6,Gasoline,12.4,14.7,10.2
7239,Chevrolet,Evanda,2.0 AT,Inline,4,Gasoline,9.6,13.4,7.3
7240,Chevrolet,Evanda,2.0 MT,Inline,4,Gasoline,8.8,12.3,6.8
7241,Chevrolet,Express,4.3 AT,V-type,6,Gasoline,14.7,15.7,12.4
7242,Chevrolet,Express,5.0 AT,V-type,8,Gasoline,16.7,16.8,12.1
7243,Chevrolet,Express,5.7 AT,V-type,8,Gasoline,15.7,16.8,13.1
7244,Chevrolet,Express,4.3 AT 1500,V-type,6,Gasoline,14.7,16.8,13.1
7245,Chevrolet,Express,4.3 AT 1500,V-type,6,Gasoline,13.8,15.7,11.8
7246,Chevrolet,Express,4.8 AT 2500,V-type,8,Gasoline,14.7,16.8,13.1
7247,Chevrolet,Express,4.8 AT Extended 2500,V-type,8,Gasoline,14.7,16.8,13.1
7248,Chevrolet,Express,5.3 AT 1500,V-type,8,Gasoline,15.7,16.8,13.1
7249,Chevrolet,Forester,2.0 MT,Inline,4,Gasoline,8.5,11.5,6.8
7250,Chevrolet,HHR,2.0 AT,Inline,4,Gasoline,10.7,12.4,8.4
7251,Chevrolet,HHR,2.0 MT,Inline,4,Gasoline,9.8,11.2,8.1
7252,Chevrolet,HHR,2.2 Ecotec AT,Inline,4,Gasoline,9.4,10.6,7.8
7253,Chevrolet,HHR,2.2 Ecotec AT,Inline,4,Gasoline,10.7,12.4,8.4
7254,Chevrolet,HHR,2.2 Ecotec AT,Inline,4,Gasoline,9.8,10.7,8.1
7255,Chevrolet,HHR,2.2 Ecotec MT,Inline,4,Gasoline,9.4,10.2,7.8
7256,Chevrolet,HHR,2.2 Ecotec MT,Inline,4,Gasoline,10.2,11.8,8.4
7257,Chevrolet,HHR,2.2 Ecotec MT,Inline,4,Gasoline,9.8,11.2,8.1
7258,Chevrolet,HHR,2.4 Ecotec AT,Inline,4,Gasoline,9.8,10.7,8.4
7259,Chevrolet,HHR,2.4 Ecotec AT,Inline,4,Gasoline,10.2,11.2,8.4
7260,Chevrolet,HHR,2.4 Ecotec MT,Inline,4,Gasoline,10.2,11.8,8.4
7261,Chevrolet,HHR,2.4 Ecotec MT,Inline,4,Gasoline,10.7,12.4,8.4
7262,Chevrolet,Impala,2.4 Ecotec AT,Inline,4,Hybrid,6.9,8.1,4.9
7263,Chevrolet,Impala,2.5 Ecotec AT,Inline,4,Gasoline,9.7,12,6.5
7264,Chevrolet,Impala,3.6 AT,V-type,6,Gasoline,12,15.6,7.7
7265,Chevrolet,Impala,5.0 3MT,V-type,8,Gasoline,19.1,21.6,14
7266,Chevrolet,Impala,5.0 4MT,V-type,8,Gasoline,18.4,20.1,13.9
7267,Chevrolet,Impala,5.0 MT Overdrive,V-type,8,Gasoline,17.4,19.4,12.9
7268,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,21.1,24.3,15.2
7269,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,21.1,22.9,16
7270,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,20.1,21.9,15.2
7271,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,19.4,22.9,16
7272,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,21.7,25.9,15.1
7273,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,22.3,26.6,15.5
7274,Chevrolet,Impala,6.5 MT,V-type,8,Gasoline,24.6,27.1,18.4
7275,Chevrolet,Impala,6.5 MT HD,V-type,8,Gasoline,25.7,29.5,18.5
7276,Chevrolet,Impala,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,25,30.3,17
7277,Chevrolet,Impala,7.0 MT,V-type,8,Gasoline,29.3,31.1,22.6
7278,Chevrolet,Impala,7.0 MT HD,V-type,8,Gasoline,27.9,32.6,19.8
7279,Chevrolet,Impala,7.0 Turbo Hydra-Matic,V-type,8,Gasoline,27.9,33.9,19
7280,Chevrolet,Impala,4.1 MT,Inline,6,Gasoline,17,19.6,12.2
7281,Chevrolet,Impala,4.1 MT Overdrive,Inline,6,Gasoline,14.4,16.4,10.5
7282,Chevrolet,Impala,5.0 3MT,V-type,8,Gasoline,18.9,21.5,13.7
7283,Chevrolet,Impala,5.0 4MT,V-type,8,Gasoline,18.2,20,13.7
7284,Chevrolet,Impala,5.0 MT Overdrive,V-type,8,Gasoline,17.1,19.3,12.6
7285,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,21,24.2,15
7286,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,22.4,25.8,16
7287,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,19.9,21.8,14.9
7288,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,20.9,22.8,15.8
7289,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,21.6,25.9,14.9
7290,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,22.1,26.6,15.2
7291,Chevrolet,Impala,6.5 MT,V-type,8,Gasoline,24.3,27,18.1
7292,Chevrolet,Impala,6.5 MT HD,V-type,8,Gasoline,25.4,29.4,18
7293,Chevrolet,Impala,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,24.8,30.2,16.8
7294,Chevrolet,Impala,7.0 MT,V-type,8,Gasoline,26.5,29.8,19.5
7295,Chevrolet,Impala,7.0 MT HD,V-type,8,Gasoline,27.7,32.5,19.5
7296,Chevrolet,Impala,7.0 Turbo Hydra-Matic,V-type,8,Gasoline,27.6,33.8,18.7
7297,Chevrolet,Impala,5.0 3MT,V-type,8,Gasoline,18.9,21.5,13.7
7298,Chevrolet,Impala,5.0 4MT,V-type,8,Gasoline,18.2,20,13.7
7299,Chevrolet,Impala,5.0 MT Overdrive,V-type,8,Gasoline,17.1,19.3,12.6
7300,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,21,24.2,15
7301,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,22.4,25.8,16
7302,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,19.9,21.8,14.9
7303,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,20.9,22.8,15.8
7304,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,21.6,25.9,14.9
7305,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,22.1,26.6,15.2
7306,Chevrolet,Impala,6.5 MT,V-type,8,Gasoline,24.3,27,18.1
7307,Chevrolet,Impala,6.5 MT HD,V-type,8,Gasoline,25.4,29.4,18.2
7308,Chevrolet,Impala,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,19,30.2,16.8
7309,Chevrolet,Impala,7.0 MT,V-type,8,Gasoline,26.6,29.9,19.5
7310,Chevrolet,Impala,7.0 MT HD,V-type,8,Gasoline,27.7,32.5,19.5
7311,Chevrolet,Impala,7.0 Turbo Hydra-Matic,V-type,8,Gasoline,27.6,33.8,18.7
7312,Chevrolet,Impala,4.1 MT,Inline,6,Gasoline,16.7,19.7,12.3
7313,Chevrolet,Impala,4.1 MT Overdrive,Inline,6,Gasoline,13.9,16.4,10.6
7314,Chevrolet,Impala,4.1 Powerglide,Inline,6,Gasoline,13.9,16.4,10.6
7315,Chevrolet,Impala,5.0 3MT,V-type,8,Gasoline,16.9,23.8,13.8
7316,Chevrolet,Impala,5.0 4MT,V-type,8,Gasoline,16.9,21.6,13.8
7317,Chevrolet,Impala,5.0 MT Overdrive,V-type,8,Gasoline,16.9,21.6,13.8
7318,Chevrolet,Impala,5.0 Powerglide,V-type,8,Gasoline,15.2,19.3,12.7
7319,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,17.8,21.5,15
7320,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,17.8,21.5,15
7321,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,17.3,25,15
7322,Chevrolet,Impala,6.5 MT,V-type,8,Gasoline,25.3,29.1,18.2
7323,Chevrolet,Impala,6.5 MT HD,V-type,8,Gasoline,24.3,26.6,18.8
7324,Chevrolet,Impala,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,24.9,30.3,16.9
7325,Chevrolet,Impala,7.0 MT,V-type,8,Gasoline,26.2,29,19.5
7326,Chevrolet,Impala,7.0 MT HD,V-type,8,Gasoline,27.3,31.7,19.5
7327,Chevrolet,Impala,7.0 Turbo Hydra-Matic,V-type,8,Gasoline,27.6,33.8,18.7
7328,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,20.7,23.7,15
7329,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,20.5,22,15.8
7330,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,21.6,25.7,15
7331,Chevrolet,Impala,5.7 MT,V-type,8,Gasoline,22.3,24.4,16.8
7332,Chevrolet,Impala,5.7 MT,V-type,8,Gasoline,22.6,24.8,16.9
7333,Chevrolet,Impala,5.7 MT HD,V-type,8,Gasoline,23.2,26.6,16.8
7334,Chevrolet,Impala,5.7 MT HD,V-type,8,Gasoline,23.5,26.9,17
7335,Chevrolet,Impala,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,23.4,28.1,16.1
7336,Chevrolet,Impala,5.7 Turbo Hydra-Matic,V-type,8,Gasoline,23.7,28.5,16.3
7337,Chevrolet,Impala,6.5 MT,V-type,8,Gasoline,24.1,26.4,18.2
7338,Chevrolet,Impala,6.5 MT HD,V-type,8,Gasoline,24.2,27.8,17.5
7339,Chevrolet,Impala,6.5 Turbo Hydra-Matic,V-type,8,Gasoline,24.8,30.1,16.9
7340,Chevrolet,Impala,7.0 MT,V-type,8,Gasoline,26.8,29.8,19.9
7341,Chevrolet,Impala,7.0 MT,V-type,8,Gasoline,27.2,30.5,20
7342,Chevrolet,Impala,7.0 MT HD,V-type,8,Gasoline,27.9,32.5,19.9
7343,Chevrolet,Impala,7.0 MT HD,V-type,8,Gasoline,28.3,33.2,20
7344,Chevrolet,Impala,7.0 Turbo Hydra-Matic,V-type,8,Gasoline,27.3,33.4,18.5
7345,Chevrolet,Impala,7.0 Turbo Hydra-Matic,V-type,8,Gasoline,28,33.9,19.1
7346,Chevrolet,Impala,4.1 MT,Inline,6,Gasoline,16.3,18.8,11.7
7347,Chevrolet,Impala,4.1 Turbo Hydra-Matic,Inline,6,Gasoline,18.3,21.2,13.1
7348,Chevrolet,Impala,5.4 3MT,V-type,8,Gasoline,20.6,23.7,14.9
7349,Chevrolet,Impala,5.4 4MT,V-type,8,Gasoline,20.4,22,15.6
7350,Chevrolet,Impala,5.4 Turbo Hydra-Matic,V-type,8,Gasoline,21.4,25.7,14.9
7351,Chevrolet,Impala,5.7 MT,V-type,8,Gasoline,22,23.9,16.6
7352,Chevrolet,Impala,5.7 MT,V-type,8,Gasoline,22.2,24.3,16.7
