make,model,trim,cylinder_layout,number_of_cylinders,engine_type,mixed_fuel_consumption_per_100km,city_fuel_per_100km,highway_fuel_per_100km
Nissan,370Z,3.7 MT,V-type,6,petrol,10.9,13.1,9.4
Nissan,Almera Classic,1.6 AT,Inline,4,Gasoline,7.6,10.7,6.1
Nissan,Almera Classic,1.6 MT,Inline,4,Gasoline,6.8,9.2,5.3
Nissan,Almera Tino,1.8 AT,Inline,4,Gasoline,8.2,11,6.6
Nissan,Almera Tino,1.8 MT,Inline,4,Gasoline,7.8,10.3,6.3
Nissan,Almera Tino,2.0 CVT,Inline,4,Gasoline,9.3,12.9,7.2
Nissan,Almera Tino,2.2 TD MT,Inline,4,Diesel,6.4,8.4,5.3
Nissan,Almera,1.4 MT,Inline,4,Gasoline,6.6,8,5.2
Nissan,Almera,1.5 DCi MT,Inline,4,Diesel,4.8,6,4.1
Nissan,Almera,1.5 MT,Inline,4,Gasoline,6.7,8.6,5.5
Nissan,Almera,1.6 AT,Inline,4,Gasoline,8.5,11.9,6.5
Nissan,Almera,1.6 MT,Inline,4,Gasoline,7.2,9.5,5.8
Nissan,Almera,1.8 AT,Inline,4,Gasoline,8.1,10.9,6.5
Nissan,Almera,1.8 MT,Inline,4,Gasoline,7.5,10.2,5.9
Nissan,Almera,2.0 D MT,Inline,4,Diesel,5.9,6.3,5.1
Nissan,Almera,2.0 GTi MT,Inline,4,Gasoline,8,10.3,6.4
Nissan,Almera,2.2 D MT,Inline,4,Diesel,5.7,7.5,4.7
Nissan,Almera,2.2 DCi MT,Inline,4,Diesel,5,8,4.7
Nissan,Almera,2.2 dCi MT,Inline,4,Diesel,5.9,7.9,4.8
Nissan,Altima,2.4 AT,Inline,4,Gasoline,9.6,11.8,8.5
Nissan,Altima,2.4 MT,Inline,4,Gasoline,9.1,11.6,8.3
Nissan,Altima,2.5 AT,Inline,4,Gasoline,9.2,10.1,8.8
Nissan,Altima,2.5 CVT,Inline,4,Hybrid,6.1,6.5,5.7
Nissan,Altima,2.5 MT,Inline,4,Gasoline,8.2,9.8,7.6
Nissan,Altima,2.5 sVT,Inline,4,Gasoline,9,10.1,7.5
Nissan,Altima,3.5 AT,V-type,6,Gasoline,10.1,12.3,9
Nissan,Altima,3.5 CVT,V-type,6,Gasoline,9.2,10.6,8.3
Nissan,Altima,3.5 MT,V-type,6,Gasoline,10,11.6,9
Nissan,Altima,3.5 sVT,V-type,6,Gasoline,9.2,10.6,8.3
Nissan,Aprio,1.6 AT,Inline,4,Gasoline,7.3,10,5.8
Nissan,Aprio,1.6 MT,Inline,4,Gasoline,7.2,10,5.7
Nissan,Armada,5.6 AT,V-type,8,Gasoline,14.7,18.1,12.4
Nissan,Avenir,1.6 AT,Inline,4,Gasoline,5.8,8.7,5
Nissan,Avenir,1.6 MT,Inline,4,Gasoline,5.8,8.7,5
Nissan,Avenir,1.8 AT,Inline,4,Gasoline,6,10.1,5.3
Nissan,Avenir,1.8 MT,Inline,4,Gasoline,6,10,5.3
Nissan,Avenir,2.0 AT 4WD,Inline,4,Gasoline,11.2,14,10.2
Nissan,Avenir,2.0 AT,Inline,4,Gasoline,7,10.8,6.5
Nissan,Avenir,2.0 CVT,Inline,4,Gasoline,12.6,13.3,11
Nissan,Avenir,2.0 D AT,Inline,4,Diesel,7.8,8.2,7.1
Nissan,Avenir,2.0 D MT,Inline,4,Diesel,7.6,8,7
Nissan,Avenir,2.0 GT4 MT,Inline,4,Gasoline,11.3,15,8
Nissan,Avenir,2.0 MT 4WD,Inline,4,Gasoline,7,10.7,6.2
Nissan,Avenir,2.0 Turbo AT 4WD,Inline,4,Gasoline,11.3,15,8
Nissan,Bluebird,1.2 3MT,Inline,4,Gasoline,8.6,11,7
Nissan,Bluebird,1.2 4MT,Inline,4,Gasoline,8,9,7
Nissan,Bluebird,1.3 3MT,Inline,4,Gasoline,9.5,11,8
Nissan,Bluebird,1.3 4MT,Inline,4,Gasoline,8.1,11,7
Nissan,Bluebird,1.3 MT,Inline,4,Gasoline,8.1,11,7
Nissan,Bluebird,1.3 SS MT,Inline,4,Gasoline,8.3,11,7.5
Nissan,Bluebird,1.5 AT,Inline,4,Gasoline,6.8,9,6.2
Nissan,Bluebird,1.5 MT,Inline,4,Gasoline,6.7,8.6,5.5
Nissan,Bluebird,1.6 3MT,Inline,4,Gasoline,10.6,12.5,9
Nissan,Bluebird,1.6 4MT,Inline,4,Gasoline,9.4,11,8
Nissan,Bluebird,1.6 AT,Inline,4,Gasoline,10.4,12,9
Nissan,Bluebird,1.6 MT,Inline,4,Gasoline,9.5,11,8
Nissan,Bluebird,1.6 SSS AT,Inline,4,Gasoline,10.4,12,9
Nissan,Bluebird,1.6 SSS MT,Inline,4,Gasoline,8.9,10.5,8
Nissan,Bluebird,1.6 Sport AT,Inline,4,Gasoline,10.1,11.5,9
Nissan,Bluebird,1.6 Sport MT,Inline,4,Gasoline,9.2,11,8
Nissan,Bluebird,1.8 AT 4WD,Inline,4,Gasoline,7.6,10.4,6.2
Nissan,Bluebird,1.8 AT,Inline,4,Gasoline,11,13,9
Nissan,Bluebird,1.8 MT,Inline,4,Gasoline,10.1,11.5,9
Nissan,Bluebird,1.8 SSS 4MT,Inline,4,Gasoline,9.3,11,8
Nissan,Bluebird,1.8 SSS AT,Inline,4,Gasoline,10.9,13,9
Nissan,Bluebird,1.8 SSS MT,Inline,4,Gasoline,9.5,11,8
Nissan,Bluebird,1.8 T MT,Inline,4,Gasoline,9.2,10.2,8.5
Nissan,Bluebird,1.8 T SSS MT,Inline,4,Gasoline,9,10,8
Nissan,Bluebird,2.0 AT,Inline,4,Gasoline,7.8,10.9,5.8
Nissan,Bluebird,2.0 CVT,Inline,4,Gasoline,9,11.8,7.7
Nissan,Bluebird,2.0 MT,Inline,4,Gasoline,10.9,12.5,10
Nissan,Bluebird,2.4 MT,Inline,6,Gasoline,10.1,11.3,9
Nissan,Bluebird,2.4 SSS MT,Inline,6,Gasoline,9.9,11.2,8.9
Nissan,Caravan,1.6 MT,Inline,4,Gasoline,7.7,8.9,6.3
Nissan,Caravan,1.8 MT,Inline,4,Gasoline,7.8,8.8,6.2
Nissan,Caravan,2.0 MT,Inline,4,Gasoline,7.7,8.9,6.3
Nissan,Caravan,2.2 D AT High-Roof Long,Inline,4,Diesel,7.2,9.1,5.6
Nissan,Caravan,2.2 D MT,Inline,4,Diesel,7.2,9.1,5.6
Nissan,Caravan,2.3 D MT Silk Road,Inline,4,Diesel,7.6,9.8,6
Nissan,Cedric,3.0 Turbo AT,V-type,6,Gasoline,9.7,13.2,6.2
Nissan,Cefiro,2.0 AT,inline,4,petrol,10,13.2,8.1
Nissan,Cefiro,2.0 MT,V-type,6,Gasoline,11.3,13.2,8
Nissan,Cefiro,2.5 AT,V-type,6,Gasoline,9.4,14,8
Nissan,Cefiro,2.5 MT,V-type,6,Gasoline,9.4,12.8,7.3
Nissan,Cefiro,3.0 AT,V-type,6,Gasoline,9.5,14.3,8
Nissan,Cefiro,3.0 MT,V-type,6,Gasoline,9.7,13.5,7.4
Nissan,Cefiro,3.5 AT,V-type,6,Gasoline,11.2,15,8.4
Nissan,Cherry,1.0 MT,Inline,4,Gasoline,8.5,10.7,7.6
Nissan,Cherry,1.2 MT,Inline,4,Gasoline,7.9,9.6,7.4
Nissan,Cherry,1.3 MT,Inline,4,Gasoline,7.4,9.8,6.9
Nissan,Cherry,1.4 MT,Inline,4,Gasoline,8.3,8.6,6.5
Nissan,Cima,3.0 AT,V-type,6,Gasoline,9.2,13,8
Nissan,Cima,3.0 T AT,V-type,6,Gasoline,10.1,13.2,8.5
Nissan,Cima,3.0 Turbo AT,V-type,6,Gasoline,11,15,8.8
Nissan,Cima,4.1 AT 4WD,V-type,8,Gasoline,11,15,8.8
Nissan,Cima,4.1 AT,V-type,8,Gasoline,11,15,8.8
Nissan,Cima,4.5 AT 4WD,V-type,8,Gasoline,12.8,17,11
Nissan,Cima,4.5 AT,V-type,8,Gasoline,12.5,16,10
Nissan,Crew,2.0 AT,Inline,6,Gasoline,7,9.4,6.2
Nissan,Crew,2.0 MT,Inline,6,Gasoline,7,9.2,5.9
Nissan,Cube,1.3 AT 4WD,Inline,4,Gasoline,5.9,6.3,5.1
Nissan,Cube,1.3 AT,Inline,4,Gasoline,6.3,8,5.5
Nissan,Cube,1.4 AT 4WD,Inline,4,Gasoline,7,8.2,5.3
Nissan,Cube,1.4 AT,Inline,4,Gasoline,6.8,8.2,5
Nissan,Cube,1.5 AT 4WD,Inline,4,Gasoline,7.3,8.2,5.2
Nissan,Cube,1.5 AT,Inline,4,Gasoline,7,7.6,5.2
Nissan,Cube,1.5 CVT,Inline,4,Gasoline,7,7.6,5.2
Nissan,Dualis,1.5 TDI 2WD ECO MT,Inline,4,Diesel,4.9,5.9,4.4
Nissan,Dualis,1.5 TDI 2WD MT,Inline,4,Diesel,5.4,6.2,5
Nissan,Dualis,1.6 2WD MT,Inline,4,Gasoline,6.7,8.4,5.7
Nissan,Dualis,1.6 TDI 2WD MT,Inline,4,Diesel,5.1,6.5,4.3
Nissan,Dualis,1.6 TDI 4WD MT,Inline,4,Diesel,5.7,7.3,4.8
Nissan,Dualis,2.0 2WD CVT,Inline,4,Gasoline,8,10.4,6.5
Nissan,Dualis,2.0 2WD MT,Inline,4,Gasoline,8.2,10.8,6.8
Nissan,Dualis,2.0 4WD CVT,Inline,4,Gasoline,8.3,10.8,6.9
Nissan,Dualis,2.0 4WD MT,Inline,4,Gasoline,8.4,11,7
Nissan,Dualis,2.0 TDI 4WD CVT,Inline,4,Diesel,5.6,6.4,5.2
Nissan,Dualis,2.0 dCi AT 4WD,Inline,4,Diesel,7.1,9.3,5.9
Nissan,Elgrand,2.5 AT 4WD,V-type,6,Gasoline,11,12.8,10.2
Nissan,Elgrand,2.5 AT,V-type,6,Gasoline,9.8,11.9,9.2
Nissan,Elgrand,3.0 TD AT 4WD,Inline,4,Diesel,8.4,10.2,7.8
Nissan,Elgrand,3.0 TD AT,Inline,4,Diesel,8.2,9.8,7.5
Nissan,Elgrand,3.3 AT 4WD,V-type,6,Gasoline,13,15,12.5
Nissan,Elgrand,3.3 AT,V-type,6,Gasoline,12.2,14.7,9
Nissan,Elgrand,3.5 AT 4WD,V-type,6,Gasoline,12,14,9.9
Nissan,Elgrand,3.5 AT,V-type,6,Gasoline,9.7,13.5,8
Nissan,Expert,1.8 AT,Inline,4,Gasoline,8.2,10.4,6.3
Nissan,Expert,2.2 AT 4WD,Inline,4,Diesel,5.9,7.5,4.7
Nissan,Expert,2.2 AT,Inline,4,Diesel,5.9,7.5,4.7
Nissan,Expert,2.2 MT 4WD,Inline,4,Diesel,5.6,7.8,4.5
Nissan,Expert,2.2 MT,Inline,4,Diesel,5,7,4
Nissan,Fairlady Z,3.0 AT,V-type,6,Gasoline,11.8,13.1,10.2
Nissan,Fairlady Z,3.0 MT,V-type,6,Gasoline,11.8,13.1,9.8
Nissan,Fairlady Z,3.0 T MT,V-type,6,Gasoline,10.4,14.5,9.2
Nissan,Fairlady Z,3.5 AT,V-type,6,Gasoline,11.4,17,8.7
Nissan,Fairlady Z,3.5 MT,V-type,6,Gasoline,11.4,16.1,8.7
Nissan,Figaro,1.0 AT,Inline,4,Gasoline,6.4,7.5,5.2
Nissan,Fuga,2.5 AT,V-type,6,Gasoline,11.3,12,9.5
Nissan,Fuga,3.5 AT 4WD,V-type,6,Gasoline,11.5,13.8,9.8
Nissan,Fuga,3.5 AT,V-type,6,Gasoline,11.5,13.8,9.8
Nissan,Fuga,4.5 AT 4WD,V-type,8,Gasoline,12.3,14.8,10
Nissan,Fuga,4.5 AT,V-type,8,Gasoline,12.3,14.8,10
Nissan,GT-R,3.8 AMT,V-type,6,Gasoline,12.2,18.3,9.1
Nissan,GT-R,3.8 GR6,V-type,6,Gasoline,11.7,16.9,8.8
Nissan,GT-R,3.8 T GR6 AWD,V-type,6,Gasoline,11.9,17.1,8.9
Nissan,GT-R,3.8 Turbo AMT AWD,V-type,6,Gasoline,12.4,18.3,9.1
Nissan,GT-R,3.8 Twin-Turbo AMT AWD,V-type,6,Gasoline,12.53,18.16,9.16
Nissan,Gloria,2.5 AT AWD,V-type,6,Gasoline,9,12,8
Nissan,Gloria,2.5 AT,V-type,6,Gasoline,9,12,8
Nissan,Gloria,2.5 T AT AWD,V-type,6,Gasoline,11.6,18,10
Nissan,Gloria,3.0 AT,V-type,6,Gasoline,11,18,8.9
Nissan,Gloria,3.0 T CVT,V-type,6,Gasoline,11,18,10.3
Nissan,Juke,1.2 DIG-T MT,Inline,4,Gasoline,5.6,6.9,4.9
Nissan,Juke,1.5 dCi MT,Inline,4,Diesel,4.8,5.8,4.2
Nissan,Juke,1.6 CVT,Inline,4,Gasoline,6.3,8.3,5.2
Nissan,Juke,1.6 DIG-T CVT AWD,Inline,4,Gasoline,7.4,9.8,6
Nissan,Juke,1.6 DIG-T MCVT AWD,Inline,4,Gasoline,6.5,8.3,5.5
Nissan,Juke,1.6 DIG-T MT,Inline,4,Gasoline,6.9,9.1,5.6
Nissan,Juke,1.6 MT,Inline,4,Gasoline,6,7.7,5.1
Nissan,Juke,1.6 turbo CVT AWD,Inline,4,Gasoline,7.6,10.2,6
Nissan,Juke,1.6 turbo MT,Inline,4,Gasoline,6.9,9.1,5.6
Nissan,Juke,3.8 AMT,V-type,6,Gasoline,12.5,18.2,9.2
Nissan,Kubistar,1.2 MT,Inline,4,Gasoline,7.5,8.3,6.1
Nissan,Kubistar,1.5 D MT,Inline,4,Diesel,5.1,6.2,4.3
Nissan,Kubistar,1.5 TD MT,Inline,4,Diesel,5.3,6.3,4.5
Nissan,Kubistar,1.6 MT,Inline,4,Gasoline,7.5,9.8,6.1
Nissan,Lafesta,2.0 CVT 2WD,Inline,4,Gasoline,8,10.5,6.7
Nissan,Lafesta,2.0 CVT 4WD,Inline,4,Gasoline,9.1,13.5,8
Nissan,Lafesta,2.0 CVT,Inline,4,Gasoline,8.7,10.2,6.3
Nissan,Langley,1.6 MT,Inline,4,Gasoline,7.7,9.6,5.6
Nissan,Latio,1.6 AT,Inline,4,Gasoline,7.4,10,5.9
Nissan,March,0.9 MT,Inline,4,Gasoline,7.9,8.2,6.8
Nissan,March,1.0 AT,Inline,4,Gasoline,5.8,6.9,4.6
Nissan,March,1.0 CVT,Inline,4,Gasoline,6.1,7.1,5.2
Nissan,March,1.0 MT,Inline,4,Gasoline,5.7,6.6,4.2
Nissan,March,1.2 AT,Inline,4,Gasoline,6.6,8.2,5.7
Nissan,March,1.2 CVT 4WD,Inline,4,Gasoline,5.2,6.9,4.5
Nissan,March,1.2 CVT,Inline,4,Gasoline,5,6.7,4.3
Nissan,March,1.2 MT,Inline,4,Gasoline,5.9,7.4,5.1
Nissan,March,1.3 CVT,Inline,4,Gasoline,6.8,6.9,5.2
Nissan,March,1.3 MT,Inline,4,Gasoline,6.6,6.7,4.9
Nissan,March,1.4 AT,Inline,4,Gasoline,6.9,7.9,5.6
Nissan,March,1.4 MT 4WD,Inline,4,Gasoline,7.1,8.3,5.9
Nissan,March,1.4 MT AWD,Inline,4,Gasoline,7.1,8.3,5.9
Nissan,March,1.4 MT,Inline,4,Gasoline,6.7,7.7,5.2
Nissan,March,1.5 D MT,Inline,4,Diesel,5.5,6.4,4.2
Nissan,March,1.6 MT,Inline,4,Gasoline,6.6,8.7,5.4
Nissan,Maxima,2.0 AT,V-type,6,Gasoline,9.2,12.1,7.2
Nissan,Maxima,2.0 MT,V-type,6,Gasoline,9.4,10.9,7.2
Nissan,Maxima,2.5 AT,V-type,6,Gasoline,9.4,14,8
Nissan,Maxima,2.5 MT,V-type,6,Gasoline,9.4,14,8
Nissan,Maxima,3.0 AT,V-type,6,Gasoline,9.4,12.1,7.4
Nissan,Maxima,3.0 MT,V-type,6,Gasoline,9.4,12.1,7.4
Nissan,Micra,0.9 MT,Inline,3,Gasoline,4.4,5.6,3.7
Nissan,Micra,1.0 AT,inline,4,petrol,7,7,5.8
Nissan,Micra,1.0 MT,inline,4,petrol,6,6.4,5
Nissan,Micra,1.2 AT,inline,4,petrol,7.2,7.7,5.6
Nissan,Micra,1.2 CVT,inline,3,petrol,5.4,6.7,4.6
Nissan,Micra,1.2 MT,inline,3,petrol,5,6.1,4.3
Nissan,Micra,1.3 CVT,Inline,4,Gasoline,6.8,6.9,5.2
Nissan,Micra,1.3 MT,Inline,4,Gasoline,5.4,6.7,4.9
Nissan,Micra,1.4 AT,Inline,4,Gasoline,6.8,8.6,5.8
Nissan,Micra,1.4 MT,Inline,4,Gasoline,6.3,7.9,5.4
Nissan,Micra,1.5 D MT,Inline,4,Diesel,4.6,5.6,4
Nissan,Micra,1.5 dCi MT,Inline,4,Diesel,3.5,3.8,3.4
Nissan,Mistral,2.7 TDi MT,Inline,4,Diesel,10.2,11.9,8.7
Nissan,Moco,0.7 4WD AT,Inline,3,Gasoline,5,6,4
Nissan,Moco,0.7 AT,Inline,3,Gasoline,5.2,6.3,4.2
Nissan,Moco,0.7 Turbo AT  4WD,Inline,3,Gasoline,5.7,6.8,4.6
Nissan,Moco,0.7 Turbo AT,Inline,3,Gasoline,5.5,6.5,4.4
Nissan,Murano,2.5 AT 4WD,inline,4,diesel,8,10.1,6.8
Nissan,Murano,2.5 DCI AT AWD,V-type,6,Diesel,8,10.1,6.8
Nissan,Murano,2.5 HEV Xtronic AWD,Inline,4,Hybrid,8.3,10.4,7
Nissan,Murano,3.5 CVT  4WD,V-type,6,Gasoline,10.9,14.9,8.6
Nissan,Murano,3.5 CVT 4WD,V-type,6,petrol,10.6,14.8,8.3
Nissan,Murano,3.5 Xtronic AWD,V-type,6,Gasoline,12.3,17.2,9.5
Nissan,Murano,3.5 Xtronic,V-type,6,Gasoline,9.9,13.5,7.7
Nissan,NP300,2.5 MT 4WD,inline,4,diesel,9.1,10.4,8.4
Nissan,NP300,2.5 Turbo dCi MT AWD,Inline,4,Diesel,9.2,10.4,8.5
Nissan,NV200,1.5 Turbo dCi MT 5seat,Inline,4,Diesel,5.3,5.8,4.9
Nissan,NX,1.5 AT,inline,4,petrol,9.3,10.7,8.5
Nissan,NX,1.5 MT,inline,4,petrol,9.4,11.1,8.6
Nissan,NX,1.6 AT,inline,4,petrol,8.8,10.1,8.2
Nissan,NX,1.6 MT,inline,4,petrol,9.1,10.4,8.7
Nissan,NX,1.8 AT,inline,4,petrol,9.9,11.7,8.8
Nissan,NX,1.8 MT,inline,4,petrol,10.3,12.1,9.3
Nissan,Navara,2.4 MT AWD,Inline,4,Gasoline,12.2,15.4,10.4
Nissan,Navara,2.5 AT 4WD,inline,4,diesel,9.2,11.7,7.8
Nissan,Navara,2.5 AWD MT,Inline,4,Diesel,9.1,10.4,8.2
Nissan,Navara,2.5 MT 4WD,inline,4,diesel,8.5,10.7,7.3
Nissan,Navara,2.5 TDi MT AWD,Inline,4,Diesel,10.7,13.1,9.4
Nissan,Navara,2.5 dCi AT,Inline,4,Diesel,9.2,11.7,7.8
Nissan,Navara,2.5 dCi MT,Inline,4,Diesel,8.5,10.7,7.3
Nissan,Navara,2.5 dCi Turbo AT 4WD,Inline,4,Diesel,9,11.7,7.5
Nissan,Navara,2.5 dCi Turbo MT 4WD,Inline,4,Diesel,8.5,10.7,7.2
Nissan,Navara,3.0 TDi MT AWD,Inline,4,Diesel,9.6,11.8,8.2
Nissan,Navara,3.0 dCi Turbo AT 4WD,V-type,6,Diesel,9.3,12.3,7.6
Nissan,Note,1.2 CVT,inline,3,petrol,5.1,6.2,4.5
Nissan,Note,1.2 DIG-S CVT,Inline,4,Gasoline,5.2,6.1,4.7
Nissan,Note,1.2 DIG-S MT,Inline,4,Gasoline,4.3,5.2,3.7
Nissan,Note,1.2 MPI MT,Inline,4,Gasoline,4.9,5.9,4
Nissan,Note,1.2 MT,inline,3,petrol,4.7,5.9,4
Nissan,Note,1.4 MT,Inline,4,Gasoline,6.3,7.9,5.3
Nissan,Note,1.5 DCI MT,Inline,4,Diesel,5.1,5.8,4.7
Nissan,Note,1.5 MT,inline,4,diesel,3.6,4.2,3.2
Nissan,Note,1.6 AT,Inline,4,Gasoline,7,9.3,5.8
Nissan,Note,1.6 MT,Inline,4,Gasoline,6.6,8.5,5.5
Nissan,Paladin,2.4 MT 4WD,Inline,4,Gasoline,11.1,12.4,9.8
Nissan,Paladin,3.3 AT 4WD,V-type,6,Gasoline,13.8,14.7,12.7
Nissan,Pao,1.0 AT,Inline,4,Gasoline,5.5,6.9,4.3
Nissan,Pao,1.0 MT,Inline,4,Gasoline,4.5,5.4,3.4
Nissan,Pathfinder,2.4 4WD MT,Inline,4,Gasoline,12.5,16,9.6
Nissan,Pathfinder,2.5 HEV Xtronic AWD,Inline,6,Hybrid,8.7,10.9,7.5
Nissan,Pathfinder,2.5 dCi AT,Inline,4,Diesel,10.1,13.2,8.3
Nissan,Pathfinder,2.5 dCi MT,Inline,4,Diesel,9,11.5,7.6
Nissan,Pathfinder,2.5 dCi Turbo AT AWD,Inline,4,Diesel,9,12,7.3
Nissan,Pathfinder,2.5 dCi Turbo MT AWD 7 seats,Inline,4,Diesel,8.5,10.8,7.2
Nissan,Pathfinder,2.5 dCi Turbo MT AWD,Inline,4,Diesel,8.5,10.8,7.2
Nissan,Pathfinder,2.7 TD 4WD AT,Inline,4,Diesel,10.3,12,8
Nissan,Pathfinder,2.7 TD 4WD MT,Inline,4,Diesel,10.3,12,8
Nissan,Pathfinder,3.0 4WD AT,V-type,6,Gasoline,14.3,15.4,10.6
Nissan,Pathfinder,3.0 4WD MT,V-type,6,Gasoline,14.3,15.4,10.6
Nissan,Pathfinder,3.0 dCi Turbo AT AWD,V-type,6,Diesel,9.3,12.5,7.5
Nissan,Pathfinder,3.5 4WD AT,V-type,6,Gasoline,14.5,18.7,12
Nissan,Pathfinder,3.5 CVT AWD,V-type,6,Gasoline,10.4,13.7,8.6
Nissan,Pathfinder,4.0 AT,V-type,6,Gasoline,13.5,18.7,10.5
Nissan,Patrol,2.4 MT,Inline,6,Gasoline,14.6,16.2,12.8
Nissan,Patrol,2.8 D MT,Inline,6,Diesel,12.5,14.6,11.2
Nissan,Patrol,2.8 MT,Inline,6,Gasoline,14.6,18,11.8
Nissan,Patrol,2.8 TD MT,Inline,6,Diesel,13,13.4,10.4
Nissan,Patrol,3.0 Di AT,Inline,4,Diesel,10.8,14.3,8.8
Nissan,Patrol,3.0 Di MT,Inline,4,Diesel,10.9,14.7,8.9
Nissan,Patrol,3.0 MT,Inline,6,Gasoline,14.8,18.5,11.9
Nissan,Patrol,3.0 TD AT,Inline,4,Diesel,10.8,13.9,9
Nissan,Patrol,3.0 TD MT,Inline,4,Diesel,10.8,14.3,8.8
Nissan,Patrol,3.2 D MT,Inline,6,Diesel,12.3,14.2,11
Nissan,Patrol,3.3 D MT,Inline,6,Diesel,12.4,16.5,10.9
Nissan,Patrol,3.3 TD MT,Inline,6,Diesel,12.5,14.5,11.1
Nissan,Patrol,4.0 MT,Inline,6,Gasoline,13.2,14,11
Nissan,Patrol,4.2 D AT,Inline,4,Diesel,15.7,20,11.2
Nissan,Patrol,4.2 D MT,Inline,4,Diesel,15.5,20,11
Nissan,Patrol,4.2 TD AT,Inline,6,Diesel,15.7,20.5,11.2
Nissan,Patrol,4.2 TD MT,Inline,6,Diesel,15.5,20,11
Nissan,Patrol,4.5  AT,Inline,4,Gasoline,16.3,20.2,12.2
Nissan,Patrol,4.5  MT,Inline,4,Gasoline,16,20,12
Nissan,Patrol,4.5 MT,Inline,4,Diesel,16,20,12
Nissan,Patrol,4.8 Tiptronic,Inline,6,Gasoline,18.2,25,14.3
Nissan,Patrol,5.6 AT 4WD,V-type,8,Gasoline,14.5,20.6,11
Nissan,Patrol,5.6 DIG AT 4WD,V-type,8,Gasoline,14.5,20.6,11
Nissan,Pino,0.7 AT,Inline,4,Gasoline,5.1,6.2,4.3
Nissan,Pino,0.7 MT,Inline,4,Gasoline,5,6,4
Nissan,Pixo,1.0 AT,Inline,3,Gasoline,5.22,6.68,4.54
Nissan,Pixo,1.0 MT,Inline,3,Gasoline,4.43,5.45,3.76
Nissan,Platina,1.6 AT,Inline,4,Gasoline,8,10,5.8
Nissan,Platina,1.6 MT,Inline,4,Gasoline,7.9,9.9,5.6
Nissan,Prairie,2.0 AT,Inline,4,Gasoline,9.4,11.1,7.3
Nissan,Prairie,2.0 MT 4x4,Inline,4,Gasoline,10.6,12.6,7.9
Nissan,Prairie,2.0 MT,Inline,4,Gasoline,9.6,11.1,7.3
Nissan,Prairie,2.0 i AT 4X4,Inline,4,Gasoline,10.6,12.6,7.9
Nissan,Presea,1.5 AT,Inline,4,Gasoline,8.5,11,6
Nissan,Presea,1.5 MT,Inline,4,Gasoline,8.5,11,6
Nissan,Presea,1.8 4AT,Inline,4,Gasoline,10.5,13.5,7.5
Nissan,Presea,1.8 5AT,Inline,4,Gasoline,10.5,13.5,7.5
Nissan,Presea,1.8 AT,Inline,4,Gasoline,10,13,7
Nissan,Presea,2.0 AT,Inline,4,Gasoline,10.6,13.1,8.1
Nissan,Presea,2.0 MT,Inline,4,Gasoline,10.5,13,8
Nissan,President,4.5 AT,V-type,8,Gasoline,12.8,15.6,8.2
Nissan,Primastar,1.9 Turbo dCi MT LWB,Inline,4,Diesel,7.7,9.3,6.8
Nissan,Primastar,1.9 Turbo dCi MT,Inline,4,Diesel,7.7,9.3,6.8
Nissan,Primastar,2.0 MT,Inline,4,Gasoline,10.1,12.8,8.6
Nissan,Primastar,2.0 Turbo dCi MT L1H1,Inline,4,Diesel,6.9,8.6,5.9
Nissan,Primastar,2.5 Turbo dCi MT LWB,Inline,4,Diesel,8.6,10.3,7.7
Nissan,Primastar,2.5 Turbo dCi MT,Inline,4,Diesel,8.7,10.5,7.8
Nissan,Primera,1.6 MT,inline,4,petrol,7.1,8.9,5.4
Nissan,Primera,1.8 AT,inline,4,petrol,8,10.4,6.6
Nissan,Primera,1.8 MT,Inline,4,Gasoline,7.9,9.9,6
Nissan,Primera,1.9 DCI MT,Inline,4,Diesel,5.7,7.3,4.8
Nissan,Primera,1.9 MT,inline,4,diesel,5.7,7.3,4.8
Nissan,Primera,1.9 dCi MT,Inline,4,Diesel,5.7,7.3,4.8
Nissan,Primera,2.0 AT,inline,4,petrol,8.9,12.1,6.5
Nissan,Primera,2.0 CVT,inline,4,petrol,8.8,11.9,7
Nissan,Primera,2.0 D MT,Inline,4,Diesel,6.8,7.9,5.3
Nissan,Primera,2.0 GT MT,Inline,4,Gasoline,8.1,10.9,6.4
Nissan,Primera,2.0 MT 4WD,inline,4,petrol,8.3,10.9,6
Nissan,Primera,2.0 MT,inline,4,petrol,8.3,10.8,6.3
Nissan,Primera,2.0 TD MT,Inline,4,Diesel,6.7,8.6,5.7
Nissan,Primera,2.2 DCI MT,Inline,4,Diesel,6.1,8.1,5
Nissan,Primera,2.2 DTI MT,Inline,4,Diesel,5.9,7.7,4.9
Nissan,Primera,2.2 MT,inline,4,diesel,6.1,7.9,5.1
Nissan,Primera,2.2 dCi MT,Inline,4,Diesel,6.1,8.1,5
Nissan,Pulsar,1.2 CVT,inline,4,petrol,5.1,6.4,4.4
Nissan,Pulsar,1.2 MT,inline,4,petrol,5,6.3,4.3
Nissan,Pulsar,1.3 MT,Inline,4,Gasoline,7.4,8.2,5.5
Nissan,Pulsar,1.5 MT 4WD,Inline,4,Gasoline,5.9,7.5,4.5
Nissan,Pulsar,1.5 MT,inline,4,diesel,3.6,4.1,3.3
Nissan,Pulsar,1.6 MT,inline,4,petrol,5.7,7.6,4.6
Nissan,Pulsar,1.8 AT,Inline,4,Gasoline,7.8,10.6,6.2
Nissan,Pulsar,1.8 GTI MT,Inline,4,Gasoline,6,8.4,5.1
